Symbol|Name|LastSale|MarketCap|ADR TSO|IPOyear|Sector|Industry|Summary Quote,
UMC|United Microelectronics Corporation|1.9|4531241111.7|n/a|n/a|Technology|Semiconductors|https://www.nasdaq.com/symbol/umc,
UNFI|United Natural Foods, Inc.|13.14|674248234.14|n/a|1996|Consumer Non-Durables|Food Distributors|https://www.nasdaq.com/symbol/unfi,
UPS|United Parcel Service, Inc.|100.33|86206161435.44|n/a|1999|Transportation|Trucking Freight/Courier Services|https://www.nasdaq.com/symbol/ups,
URI|United Rentals, Inc.|124.79|9932171122.78|n/a|1997|Technology|Diversified Commercial Services|https://www.nasdaq.com/symbol/uri,
USM|United States Cellular Corporation|57.49|4935628145.58|n/a|1988|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/usm,
UZA|United States Cellular Corporation|24.57|0|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/uza,
UZB|United States Cellular Corporation|25.06|0|n/a|2014|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/uzb,
UZC|United States Cellular Corporation|25.15|0|n/a|2015|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/uzc,
X|United States Steel Corporation|21.71|3848502130.98|n/a|n/a|Basic Industries|Steel/Iron Ore|https://www.nasdaq.com/symbol/x,
UTX|United Technologies Corporation|115.08|99358253851.08|n/a|n/a|Capital Goods|Aerospace|https://www.nasdaq.com/symbol/utx,
UNH|UnitedHealth Group Incorporated|266.77|256641863534|n/a|n/a|Health Care|Medical Specialities|https://www.nasdaq.com/symbol/unh,
UTL|UNITIL Corporation|48.64|723420531.2|n/a|n/a|Public Utilities|Power Generation|https://www.nasdaq.com/symbol/utl,
UNVR|Univar Inc.|20.32|2878268503.04|n/a|2015|Consumer Durables|Specialty Chemicals|https://www.nasdaq.com/symbol/unvr,
UVV|Universal Corporation|54.25|1354557345.75|n/a|n/a|Consumer Services|Farming/Seeds/Milling|https://www.nasdaq.com/symbol/uvv,
UHT|Universal Health Realty Income Trust|67.6|929224462.4|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/uht,
UHS|Universal Health Services, Inc.|130.43|12066388549.53|n/a|n/a|Health Care|Hospital/Nursing Management|https://www.nasdaq.com/symbol/uhs,
UVE|UNIVERSAL INSURANCE HOLDINGS INC|37.44|1308111367.68|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/uve,
UTI|Universal Technical Institute Inc|3.74|94866648.36|n/a|2003|Consumer Services|Other Consumer Services|https://www.nasdaq.com/symbol/uti,
UNM|Unum Group|34.2|7481198460.6|n/a|n/a|Finance|Accident &Health Insurance|https://www.nasdaq.com/symbol/unm,
UNMA|Unum Group|25.15|0|n/a|2018|Finance|Accident &Health Insurance|https://www.nasdaq.com/symbol/unma,
UE|Urban Edge Properties|20.23|2312402429.61|n/a|2015|Finance|Real Estate|https://www.nasdaq.com/symbol/ue,
UBA|Urstadt Biddle Properties Inc.|20.49|817251231.3|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/uba,
UBP|Urstadt Biddle Properties Inc.|16.4|654120068|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/ubp,
UBP^G|Urstadt Biddle Properties Inc.|25.12|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ubp^g,
UBP^H|Urstadt Biddle Properties Inc.|24.4|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ubp^h,
USFD|US Foods Holding Corp.|34.19|7429730672.13|n/a|2016|Consumer Non-Durables|Food Distributors|https://www.nasdaq.com/symbol/usfd,
USAC|USA Compression Partners, LP|14.86|1431978565.26|n/a|2013|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/usac,
USNA|USANA Health Sciences, Inc.|114.64|2748675704.4|n/a|n/a|Consumer Durables|Specialty Chemicals|https://www.nasdaq.com/symbol/usna,
USDP|USD Partners LP|10.88|284401132.8|n/a|2014|Transportation|Railroads|https://www.nasdaq.com/symbol/usdp,
USG|USG Corporation|43.15|6030463633|n/a|n/a|Capital Goods|Building Materials|https://www.nasdaq.com/symbol/usg,
BIF|USLIFE Income Fund, Inc.|10.42|1103693016.7|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/bif,
VFC|V.F. Corporation|83.7|33212695261.5|n/a|n/a|Consumer Non-Durables|Apparel|https://www.nasdaq.com/symbol/vfc,
EGY|VAALCO Energy, Inc. |1.87|111337701.86|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/egy,
MTN|Vail Resorts, Inc.|185.99|7504533386.77|n/a|1997|Consumer Services|Services-Misc. Amusement & Recreation|https://www.nasdaq.com/symbol/mtn,
VALE|VALE S.A.|11.2|57810170891.2|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/vale,
VLO|Valero Energy Corporation|81.03|34381696849.26|n/a|n/a|Energy|Integrated oil Companies|https://www.nasdaq.com/symbol/vlo,
VHI|Valhi, Inc.|3.02|1024340055.98|n/a|n/a|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/vhi,
VMI|Valmont Industries, Inc.|125.51|2772325124.8|n/a|n/a|Capital Goods|Metal Fabrications|https://www.nasdaq.com/symbol/vmi,
VVV|Valvoline Inc.|22.22|4181019345.14|n/a|2016|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/vvv,
VAPO|Vapotherm, Inc.|16.27|272244689.75|n/a|2018|Health Care|Medical/Dental Instruments|https://www.nasdaq.com/symbol/vapo,
VAR|Varian Medical Systems, Inc.|130.98|11940827719.5|n/a|n/a|Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|https://www.nasdaq.com/symbol/var,
VGR|Vector Group Ltd.|10.05|1416192152.1|n/a|n/a|Consumer Non-Durables|Farming/Seeds/Milling|https://www.nasdaq.com/symbol/vgr,
VVC|Vectren Corporation|71.94|5976825198.3|n/a|n/a|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/vvc,
VEC|Vectrus, Inc.|24.03|270603536.13|n/a|2014|Consumer Services|Diversified Commercial Services|https://www.nasdaq.com/symbol/vec,
VEDL|Vedanta  Limited|10.8|10036430917.2|n/a|2013|Capital Goods|Metal Fabrications|https://www.nasdaq.com/symbol/vedl,
VEEV|Veeva Systems Inc.|107.25|15583586947.5|n/a|2013|Technology|Computer Software: Prepackaged Software|https://www.nasdaq.com/symbol/veev,
VNTR|Venator Materials PLC|4.34|461805342.74|n/a|2017|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/vntr,
VTR|Ventas, Inc.|63.2|22528762495.2|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/vtr,
VNE|Veoneer, Inc.|30.6|2667308211|n/a|2018|Capital Goods|Auto Parts:O.E.M.|https://www.nasdaq.com/symbol/vne,
VER|VEREIT Inc.|7.79|7536868429.25|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/ver,
VER^F|VEREIT Inc.|24.94|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ver^f,
VRTV|Veritiv Corporation|32.83|520243549.7|n/a|2014|Consumer Services|Paper|https://www.nasdaq.com/symbol/vrtv,
VZ|Verizon Communications Inc.|55.07|227550071612.07|n/a|n/a|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/vz,
VZA|Verizon Communications Inc.|25.85|0|n/a|2014|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/vza,
VET|Vermilion Energy Inc.|23.44|3577211895.76|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/vet,
VRS|Verso Corporation|25.32|874891480.32|n/a|2016|Basic Industries|Paper|https://www.nasdaq.com/symbol/vrs,
VSM|Versum Materials, Inc.|36.67|4001121051.88|n/a|2016|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/vsm,
VVI|Viad Corp|51.77|1053029238.1|n/a|n/a|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/vvi,
VICI|VICI Properties Inc.|21.46|8685494876.86|n/a|2018|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/vici,
VNCE|Vince Holding Corp.|11.62|135046942.8|n/a|2013|Consumer Services|Clothing/Shoe/Accessory Stores|https://www.nasdaq.com/symbol/vnce,
VIPS|Vipshop Holdings Limited|7.35|4872781284|n/a|2012|Consumer Services|Catalog/Specialty Distribution|https://www.nasdaq.com/symbol/vips,
ZTR|Virtus Global Dividend & Income Fund Inc.|9.82|240532346.78|n/a|1988|n/a|n/a|https://www.nasdaq.com/symbol/ztr,
VGI|Virtus Global Multi-Sector Income Fund|11.84|133842106.88|n/a|2012|n/a|n/a|https://www.nasdaq.com/symbol/vgi,
ZF|Virtus Total Return Fund Inc.|9.05|194822861.4|n/a|1986|n/a|n/a|https://www.nasdaq.com/symbol/zf,
V|Visa Inc.|135.99|308939260751.46|n/a|n/a|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/v,
VSH|Vishay Intertechnology, Inc.|19.12|2757393515.04|n/a|n/a|Capital Goods|Electrical Products|https://www.nasdaq.com/symbol/vsh,
VPG|Vishay Precision Group, Inc.|32.31|435358219.41|n/a|n/a|Capital Goods|Electrical Products|https://www.nasdaq.com/symbol/vpg,
VSTO|Vista Outdoor Inc.|10.58|609178149.5|n/a|2015|Capital Goods|Ordnance And Accessories|https://www.nasdaq.com/symbol/vsto,
DYNC|Vistra Energy Corp.|95.3|0|n/a|2016|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/dync,
VST|Vistra Energy Corp.|24.41|11791161159.4|n/a|n/a|Public Utilities|Electric Utilities: Central|https://www.nasdaq.com/symbol/vst,
VST.WS.A|Vistra Energy Corp.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/vst.ws.a,
VSI|Vitamin Shoppe, Inc|4.92|118179856.32|n/a|2009|Consumer Non-Durables|Food Chains|https://www.nasdaq.com/symbol/vsi,
VSLR|Vivint Solar, Inc.|4.04|482052480.84|n/a|2014|Capital Goods|Building Products|https://www.nasdaq.com/symbol/vslr,
VMW|Vmware, Inc.|148.11|60708967858.8|n/a|2007|Technology|Computer Software: Prepackaged Software|https://www.nasdaq.com/symbol/vmw,
VOC|VOC Energy Trust|4.74|80580000|n/a|2011|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/voc,
VCRA|Vocera Communications, Inc.|40|1221967040|n/a|2012|Consumer Durables|Telecommunications Equipment|https://www.nasdaq.com/symbol/vcra,
VG|Vonage Holdings Corp.|9.06|2170599438.72|n/a|2006|Public Utilities|Telecommunications Equipment|https://www.nasdaq.com/symbol/vg,
VNO|Vornado Realty Trust|67.13|12773885686.87|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/vno,
VNO^K|Vornado Realty Trust|24.5898|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/vno^k,
VNO^L|Vornado Realty Trust|23.39|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/vno^l,
VNO^M|Vornado Realty Trust|22.4517|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/vno^m,
VJET|voxeljet AG|2.05|49569000|n/a|2013|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/vjet,
IAE|Voya Asia Pacific High Dividend Equity Income Fund|8.95|106494743.3|n/a|2007|n/a|n/a|https://www.nasdaq.com/symbol/iae,
IHD|Voya Emerging Markets High Income Dividend Equity Fund|7.95|151362347.55|n/a|2011|n/a|n/a|https://www.nasdaq.com/symbol/ihd,
VOYA|Voya Financial, Inc.|46.4|7215950148.8|n/a|2013|Finance|Life Insurance|https://www.nasdaq.com/symbol/voya,
IGA|Voya Global Advantage and Premium Opportunity Fund|9.97|182500511.02|n/a|2005|n/a|n/a|https://www.nasdaq.com/symbol/iga,
IGD|Voya Global Equity Dividend and Premium Opportunity Fund|6.39|620324720.19|n/a|2005|n/a|n/a|https://www.nasdaq.com/symbol/igd,
IDE|Voya Infrastructure, Industrials and Materials Fund|12.06|232500868.74|n/a|2010|n/a|n/a|https://www.nasdaq.com/symbol/ide,
IID|Voya International High Dividend Equity Income Fund|5.66|47678923.08|n/a|2007|n/a|n/a|https://www.nasdaq.com/symbol/iid,
IRR|Voya Natural Resources Equity Income Fund|4.87|110355534.38|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/irr,
PPR|Voya Prime Rate Trust|4.71|696080024.61|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/ppr,
VMC|Vulcan Materials Company|102.65|13554708312.4|n/a|n/a|Basic Industries|Mining & Quarrying of Nonmetallic Minerals (No Fuels)|https://www.nasdaq.com/symbol/vmc,
WTI|W&T Offshore, Inc.|4.84|673504382.32|n/a|2005|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/wti,
WPC|W.P. Carey Inc.|72.5|11677102372.5|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/wpc,
WRB|W.R. Berkley Corporation|75.1|9171530649.3|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/wrb,
WRB^B|W.R. Berkley Corporation|24.64|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wrb^b,
WRB^C|W.R. Berkley Corporation|25.2|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wrb^c,
WRB^D|W.R. Berkley Corporation|24.39|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wrb^d,
WRB^E|W.R. Berkley Corporation|23.97|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wrb^e,
GRA|W.R. Grace & Co.|71.33|4778366741.4|n/a|n/a|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/gra,
GWW|W.W. Grainger, Inc.|288.93|16140311674.8|n/a|n/a|Consumer Services|Office Equipment/Supplies/Services|https://www.nasdaq.com/symbol/gww,
WNC|Wabash National Corporation|14.87|819888498.56|n/a|1991|Capital Goods|Construction/Ag Equipment/Trucks|https://www.nasdaq.com/symbol/wnc,
WBC|Wabco Holdings Inc.|110.43|5761048289.76|n/a|n/a|Capital Goods|Auto Manufacturing|https://www.nasdaq.com/symbol/wbc,
WDR|Waddell & Reed Financial, Inc.|17.54|1373710138.32|n/a|1998|Finance|Investment Bankers/Brokers/Service|https://www.nasdaq.com/symbol/wdr,
WAGE|WageWorks, Inc.|30.09|1192663368.24|n/a|2012|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/wage,
WD|Walker & Dunlop, Inc.|48.08|1501955253.6|n/a|2010|Finance|Finance: Consumer Services|https://www.nasdaq.com/symbol/wd,
WMT|Walmart Inc.|97.06|281984541326.54|n/a|n/a|Consumer Services|Department/Specialty Retail Stores|https://www.nasdaq.com/symbol/wmt,
DIS|Walt Disney Company (The)|110.81|165182116719.9|n/a|n/a|Consumer Services|Television Services|https://www.nasdaq.com/symbol/dis,
HCC|Warrior Met Coal, Inc.|26.64|1405431561.6|n/a|2017|Energy|Coal Mining|https://www.nasdaq.com/symbol/hcc,
WPG|Washington Prime Group Inc.|5.56|1034574003.16|n/a|2014|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/wpg,
WPG^H|Washington Prime Group Inc.|15.9|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wpg^h,
WPG^I|Washington Prime Group Inc.|14.7233|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wpg^i,
WRE|Washington Real Estate Investment Trust|24.6|1964211649.2|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wre,
WCN|Waste Connections, Inc.|80.64|21249305118.72|n/a|n/a|Public Utilities|Environmental Services|https://www.nasdaq.com/symbol/wcn,
WM|Waste Management, Inc.|94.5|40289794051.5|n/a|n/a|Public Utilities|Environmental Services|https://www.nasdaq.com/symbol/wm,
WAT|Waters Corporation|228.66|17320016335.2|n/a|1995|Capital Goods|Biotechnology: Laboratory Analytical Instruments|https://www.nasdaq.com/symbol/wat,
WSO|Watsco, Inc.|146.3|5475627157|n/a|n/a|Consumer Durables|Industrial Machinery/Components|https://www.nasdaq.com/symbol/wso,
WSO.B|Watsco, Inc.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wso.b,
WTS|Watts Water Technologies, Inc.|72.07|2457169642.63|n/a|1986|Capital Goods|Metal Fabrications|https://www.nasdaq.com/symbol/wts,
W|Wayfair Inc.|104.47|9438165177.82|n/a|2014|Consumer Services|Catalog/Specialty Distribution|https://www.nasdaq.com/symbol/w,
WFT|Weatherford International plc|0.65|650599604.85|n/a|n/a|Energy|Metal Fabrications|https://www.nasdaq.com/symbol/wft,
WBS|Webster Financial Corporation|57.16|5272838520|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/wbs,
WBS^F|Webster Financial Corporation|22.42|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wbs^f,
WEC|WEC Energy Group, Inc.|70.94|22383418057.94|n/a|n/a|Public Utilities|Power Generation|https://www.nasdaq.com/symbol/wec,
WEI|Weidai Ltd.|9.7527|682598787.525|n/a|2018|Finance|Finance: Consumer Services|https://www.nasdaq.com/symbol/wei,
WRI|Weingarten Realty Investors|27.96|3587960457.36|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/wri,
WMK|Weis Markets, Inc.|48.17|1295697999.31|n/a|n/a|Consumer Services|Food Chains|https://www.nasdaq.com/symbol/wmk,
WBT|Welbilt, Inc.|13.56|1901366914.44|n/a|2016|Technology|Industrial Machinery/Components|https://www.nasdaq.com/symbol/wbt,
WCG|WellCare Health Plans, Inc.|273.5|13672775624.5|n/a|2004|Health Care|Medical Specialities|https://www.nasdaq.com/symbol/wcg,
WFC|Wells Fargo & Company|49.82|228240366000|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/wfc,
WFC^L|Wells Fargo & Company|1294.5|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wfc^l,
WFC^N|Wells Fargo & Company|23.13|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wfc^n,
WFC^O|Wells Fargo & Company|22.95|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wfc^o,
WFC^P|Wells Fargo & Company|23.39|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wfc^p,
WFC^Q|Wells Fargo & Company|25.35|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wfc^q,
WFC^R|Wells Fargo & Company|27.6|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wfc^r,
WFC^T|Wells Fargo & Company|25.79|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wfc^t,
WFC^V|Wells Fargo & Company|25.75|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wfc^v,
WFC^W|Wells Fargo & Company|25.35|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wfc^w,
WFC^X|Wells Fargo & Company|24.59|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wfc^x,
WFC^Y|Wells Fargo & Company|25.24|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wfc^y,
WFE^A|Wells Fargo & Company|25.65|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/wfe^a,
EOD|Wells Fargo Global Dividend Opportunity Fund|5.11|232165527.37|n/a|2007|n/a|n/a|https://www.nasdaq.com/symbol/eod,
WELL|Welltower Inc.|75.46|28346127555.9|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/well,
WELL^I|Welltower Inc.|66.78|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/well^i,
WAIR|Wesco Aircraft Holdings, Inc.|8.05|801991352.75|n/a|2011|Capital Goods|Wholesale Distributors|https://www.nasdaq.com/symbol/wair,
WCC|WESCO International, Inc.|52.58|2455013200.64|n/a|1999|Consumer Non-Durables|Telecommunications Equipment|https://www.nasdaq.com/symbol/wcc,
WST|West Pharmaceutical Services, Inc.|105.73|7832443614.83|n/a|n/a|Basic Industries|Specialty Chemicals|https://www.nasdaq.com/symbol/wst,
WAL|Western Alliance Bancorporation|46.27|4855990230|n/a|2005|Finance|Major Banks|https://www.nasdaq.com/symbol/wal,
WALA|Western Alliance Bancorporation|25.45|0|n/a|2016|Finance|Major Banks|https://www.nasdaq.com/symbol/wala,
WEA|Western Asset Bond Fund|12.67|150833182.5|n/a|2002|n/a|n/a|https://www.nasdaq.com/symbol/wea,
TLI|Western Asset Corporate Loan Fund Inc|9.34|92829905.08|n/a|1998|n/a|n/a|https://www.nasdaq.com/symbol/tli,
EMD|Western Asset Emerging Markets Debt Fund Inc|13.43|815818941.16|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/emd,
GDO|Western Asset Global Corporate Defined Opportunity Fund Inc.|15.81|236209937.4|n/a|2009|n/a|n/a|https://www.nasdaq.com/symbol/gdo,
EHI|Western Asset Global High Income Fund Inc|9.11|408095741.49|n/a|2003|n/a|n/a|https://www.nasdaq.com/symbol/ehi,
HIX|Western Asset High Income Fund II Inc.|6.26|539636138.56|n/a|1998|n/a|n/a|https://www.nasdaq.com/symbol/hix,
HIO|Western Asset High Income Opportunity Fund, Inc.|4.66|601775074.12|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/hio,
HYI|Western Asset High Yield Defined Opportunity Fund Inc.|13.71|312359988.99|n/a|2010|n/a|n/a|https://www.nasdaq.com/symbol/hyi,
SBI|Western Asset Intermediate Muni Fund Inc|8.6|121107909|n/a|1992|n/a|n/a|https://www.nasdaq.com/symbol/sbi,
IGI|Western Asset Investment Grade Defined Opportunity Trust Inc.|18.79|203407255.47|n/a|2009|n/a|n/a|https://www.nasdaq.com/symbol/igi,
PAI|Western Asset Investment Grade Income Fund Inc.|13.75|130389888.75|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/pai,
MMU|Western Asset Managed Municipals Fund, Inc.|12.96|561021992.64|n/a|1992|n/a|n/a|https://www.nasdaq.com/symbol/mmu,
WMC|Western Asset Mortgage Capital Corporation|9.6|461917238.4|n/a|2012|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/wmc,
DMO|Western Asset Mortgage Defined Opportunity Fund Inc|20.8|217639843.2|n/a|2010|n/a|n/a|https://www.nasdaq.com/symbol/dmo,
MTT|Western Asset Municipal Defined Opportunity Trust Inc|20.38|248162470.7|n/a|2009|n/a|n/a|https://www.nasdaq.com/symbol/mtt,
MHF|Western Asset Municipal High Income Fund, Inc.|7.18|155324466.12|n/a|1988|n/a|n/a|https://www.nasdaq.com/symbol/mhf,
MNP|Western Asset Municipal Partners Fund, Inc.|14.08|136844407.04|n/a|1993|n/a|n/a|https://www.nasdaq.com/symbol/mnp,
GFY|Western Asset Variable Rate Strategic Fund Inc.|15.7901|73714613.3707|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/gfy,
WIW|Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2|10.43|638150517.62|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/wiw,
WIA|Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd|10.84|316016568.8|n/a|2003|n/a|n/a|https://www.nasdaq.com/symbol/wia,
WGP|Western Gas Equity Partners, LP|31.09|6806776108.73|n/a|2012|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/wgp,
WES|Western Gas Partners, LP|47.55|7924431650.7|n/a|2008|Public Utilities|Natural Gas Distribution|https://www.nasdaq.com/symbol/wes,
WU|Western Union Company (The)|18.17|8045805261.38|n/a|n/a|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/wu,
WAB|Westinghouse Air Brake Technologies Corporation|67.3|6502185865.8|n/a|n/a|Capital Goods|Railroads|https://www.nasdaq.com/symbol/wab,
WLK|Westlake Chemical Corporation|74.37|9606030128.67|n/a|2004|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/wlk,
